coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sun Nov 01 03:58:29 +0000 2020,Testing Telangana,,https://twitter.com/drgsrao/status/1322732645088780290,0,1322749829416546304,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3.4% positivity. #Testing has to be increased in #Telangana if we are to contain the spread and not have a second wave.@Eatala_Rajender https://t.co/z4plcRqilc,https://twitter.com/pillimeow/status/1322749829416546304,Sat May 24 22:17:16 +0000 2008,pillimeow,false,A ranch hand who became Uomo Senza Nome.,238,32,79,2,On sets of Spaghetti Westerns.,Manco,pillimeow,2054,,,false
,Sun Nov 01 03:57:38 +0000 2020,TrumpIsAMurderer,,https://www.facebook.com/watch/?v=787228678714923,1,1322749617470017537,realDonaldTrump,1322700188624932900,25073877,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump #TrumpIsAMurderer 
Stanford study estimates 18 Trump rallies resulted  over 30,000 COVID-19 cases
Sharon Stone on Covid
https://t.co/1J5kt6PIYw",https://twitter.com/Livesmatter911/status/1322749617470017537,Sun Jun 14 17:41:45 +0000 2020,Livesmatter911,false,"C  Who's FOLLOWING U on Here, LOTS of tRUMPTERS 
""Say What U Mean, Mean What U Say. ""  If U Talk the Talk, then you better Walk the Walk. Get R Done .",710,28,109,5,California,LivesMatter,Livesmatter911,2950,,https://livesmatters2020.wixsite.com/trumproast,false
,Sun Nov 01 03:57:47 +0000 2020,COVID19,,,0,1322749653029425154,,,,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2020 we got people talkin tradin Kanye West for Taylor Swift. What a ride it has been. #COVID19,https://twitter.com/iHumble/status/1322749653029425154,Tue Apr 14 17:07:36 +0000 2009,iHumble,false,"Pray(The Lord's Prayer), Repent, and Bless your food correctly(Body&Blood). #TheElements Everything else is man made.",10,1948,1869,189,"Saint Louis, Missouri",Humble,iHumble,237415,,,false
,Sun Nov 01 03:57:54 +0000 2020,,,https://livdose.com/news/world/18-trump-rallies-estimated-to-have-led-to-over-30000-covid-19-cases-700-deaths-stanford-study/,0,1322749684461522944,,,,en,,false,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","18 Trump Rallies Estimated to Have Led to Over 30,000 Covid-19 Cases, 700 Deaths: Stanford Study https://t.co/Nh1qBTAKBT",https://twitter.com/livdose/status/1322749684461522944,Sat Dec 23 12:58:25 +0000 2017,livdose,false,Daily dose of entertainment.,1,30,0,0,,LivDose,livdose,24406,,https://livdose.com,false
,Sun Nov 01 03:58:28 +0000 2020,,,https://latestbollywood.in/5-covid-19-documentaries-to-watch-including-hulus-totally-under-control/,0,1322749823506878467,,,,en,,false,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","5 COVID-19 Documentaries To Watch, Including Hulu’s Totally Under Control https://t.co/T8mOujisIL",https://twitter.com/AArhan4u/status/1322749823506878467,Fri Jan 19 15:41:51 +0000 2018,AArhan4u,true,,52,0,26,0,,A.k,AArhan4u,1081,,,false
,Sun Nov 01 03:58:08 +0000 2020,,,,1,1322749740870610949,PewKailei,1322746351898095600,1108116899848585200,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PewKailei It was! Totally felt like my pod family won COVID-19 Halloween 😁,https://twitter.com/sarakruger/status/1322749740870610949,Sun May 31 20:00:44 +0000 2009,sarakruger,false,"Freelance writer and editor / Reader and writer of picture books / Hopeless gardener, but proficient baker / Runner / Traveler",12360,370,824,9,"Washington, DC",Sara Kruger,sarakruger,8909,,,false
,Sun Nov 01 03:58:05 +0000 2020,,,https://twitter.com/OrganicLiveFood/status/1321648619678674945,0,1322749729852280832,realDonaldTrump,1322687671072862200,25073877,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@realDonaldTrump @Mike_Pence Big numbers https://t.co/PzIPoXaiTf,https://twitter.com/PetersSharlena/status/1322749729852280832,Sat Feb 01 04:35:43 +0000 2020,PetersSharlena,false,I like to get in good trouble,8,4,65,0,,Sharlena Peters,PetersSharlena,16921,,,false
,Sun Nov 01 03:58:10 +0000 2020,Election2020 COVIDAlert TrumpRally,,https://twitter.com/axios/status/1322626249533972480,0,1322749751176122368,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thanks, GOP. #Election2020 #COVIDAlert #TrumpRally 😡 https://t.co/8bqmwoaJ9E",https://twitter.com/TeachHope4/status/1322749751176122368,Mon Jan 13 18:18:20 +0000 2014,TeachHope4,false,M.Ed. Hope College et al ✍🏼READ primary sources daily on Federal Register at GovInfo dot gov 👁 Study global history 🇺🇸Former GOP,62065,4304,3696,427,United States,EducationStands,TeachHope4,45885,,,false
,Sun Nov 01 03:58:02 +0000 2020,coronavirus CoronavirusPandemic coronavirus lockdown lockdownextensons suicide SuicidePrevention freedom,https://twitter.com/cen_faith/status/1292607215128514568/photo/1,https://amzn.to/2C3P4hR,0,1322749715595878401,,,,en,,false,0,,,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",#coronavirus #CoronavirusPandemic With it killing less than 3% why is there a fear of #coronavirus? Why is there #lockdown? Actually #lockdownextensons R increasing #suicide to need #SuicidePrevention Yes #freedom is loved should we https://t.co/h4FxUjBQFc https://t.co/i2vrpuDYXn,https://twitter.com/WomensPowerBook/status/1322749715595878401,Sun Jul 03 19:08:35 +0000 2011,WomensPowerBook,false,Inspired by JohnGreen's #book topping NewYork #chart we air history's FIRST PastPresentFuture gluing one #author BOOK & await critique Follow- Get 3D icon in DM,234,29492,19360,1013,UK,'Women's Power' Book,WomensPowerBook,274853,,http://www.WomensPowerBook.Org,false
,Sun Nov 01 03:58:25 +0000 2020,,,,1,1322749810986897408,JoeConchaTV,1322517552988389400,245441097,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JoeConchaTV @realDonaldTrump Florida 🌊Blue 2020🌊
802,547 Cases 
    16,761 COVID-19 Deaths
 Only 4 states have more deaths: NY, NJ, TX, CA
Unemployment rate doubled
25% small business closed permanently
Tourism suffers-55% drop in visitors 
Evictions-foreclosures
40% drop-Miami shipping",https://twitter.com/Christy85286792/status/1322749810986897408,Thu May 28 22:45:17 +0000 2020,Christy85286792,false,"Truth, justice, health, love, peace. Mantra: ‘Choose Joy.’ Seeking others’ wisdom to better understand.",19486,84,86,0,,Christy Jennings,Christy85286792,27520,,,false
,Sun Nov 01 03:58:13 +0000 2020,,,,0,1322749762240761856,Maranatha_Mark,1322624684387610600,52459831,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Maranatha_Mark @TravisAllen02 @RepThomasMassie That's still 40% more effective than the non-existent vaccine for novel coronavirus, particularly this strand.
But thanks for helping to prove the point",https://twitter.com/inkdeduc8ed/status/1322749762240761856,Sun Mar 22 20:11:56 +0000 2009,inkdeduc8ed,false,"Husband, Dad, Army Veteran, Libertarian, Weight lifter/Fitness enthusiast... #2A
I do satellite shit",3503,1345,2443,1,"ABQ, NM",Libertarian_AF,inkdeduc8ed,8162,,,false
,Sun Nov 01 03:58:16 +0000 2020,,https://twitter.com/gnnhdofficial/status/1322749775385661441/photo/1,https://tinyurl.com/yyp7jctb,10,1322749775385661441,,,,en,,false,1,,,"<a href=""https://gnnhd.tv"" rel=""nofollow"">GNN-TWEET</a>",Pakistan reports 17 coronavirus deaths in one day https://t.co/dogFxIg58E https://t.co/NcsiHspPfq,https://twitter.com/gnnhdofficial/status/1322749775385661441,Tue Feb 14 12:08:18 +0000 2012,gnnhdofficial,false,"24/7 News channel covering Pakistan and Breaking News round the clock with facts, figures and in-depth analysis. Follow now to stay in the loop.",60,461520,42,545,Pakistan,GNN,gnnhdofficial,86172,,http://www.gnnhd.tv,false
,Sun Nov 01 03:57:40 +0000 2020,,,https://latestnews.in.net/u-s-experiences-document-99321-new-coronavirus-instances-as-scientists-warn-newest-surge-simply-starting-6/,0,1322749625313484801,,,,en,,false,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","U.S. reports record 99,321 new coronavirus cases as scientists warn latest surge just beginning https://t.co/nvJEGOinS9",https://twitter.com/LatestN72062740/status/1322749625313484801,Wed Aug 05 09:02:41 +0000 2020,LatestN72062740,false,"Latest News, World News, USA News, Technology News, Sports News, Business & Money News News from World Wide",0,12,207,1,USA,Latest News,LatestN72062740,58593,,https://latestnews.in.net,false
,Sun Nov 01 03:58:14 +0000 2020,,,https://shar.es/abNDsC,0,1322749765667463168,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NOTE: Twitter has put a warning on this article to prevent people from reading it.  Judge for yourself why they would do that. 

Stanford Study Proves Covid-19 Was Overhyped. “Death Rate Is Likely Under 0.2%” https://t.co/nJY3ruwU4g via @grtvnews",https://twitter.com/jimeh5/status/1322749765667463168,Tue Nov 15 06:04:02 +0000 2016,jimeh5,false,"U.S. Air Force Veteran - Retired Business Professional.  Christian Conservative and strong supporter of Pres. Donald J. Trump.  #MAGA ""Montani Semper Liberi""",26077,15452,16560,0,"Florida/WV, USA",Kraken - Deplorable Jim,jimeh5,53412,,,false
,Sun Nov 01 03:57:59 +0000 2020,COVID19 s,,,0,1322749704229265408,joniernst,,1383059977,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@joniernst @SenJoniErnst has done absolutely NOTHING to warrant reelection. She is a disgrace to the @IowaNatGuard to the State of Iowa, and to the Country. Name me 1 campaign promise that she kept? She even said that she doubted the #COVID19 #s  s#VoteHerOut",https://twitter.com/XwingEnthusiest/status/1322749704229265408,Mon Oct 12 21:03:25 +0000 2015,XwingEnthusiest,false,"OIF 1 Vet #RESISTANCE MO, MN, MI, FL, MI, IA, Iraq. KC Sports! #BidenHarris2020 #BlackLivesMatter #WeDidIt #CovidKim is a murderer! #TheKimReaper",106904,715,3954,13,Too far from KCMO,Where Your Damn Mask!,XwingEnthusiest,77056,,,false
,Sun Nov 01 03:57:32 +0000 2020,,,http://dlvr.it/RklNV7,0,1322749591851163648,,,,en,,false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma :  Early years settings and schools to remain open despite second Covid-19 lockdown: Children's commissioner for England Anne Longfield said: ""Suggestions that schools will stay open during a forthcoming lockdown are very welcome. https://t.co/5HaDDbvdQC",https://twitter.com/pairsonnalitesN/status/1322749591851163648,Wed Sep 15 15:55:47 +0000 2010,pairsonnalitesN,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1479,1314,107,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,pairsonnalitesN,810953,,https://edu.stigmabase.org/,false
,Sun Nov 01 03:58:29 +0000 2020,coronavirusstats coronavirusnews coronavirusupdate coronavirusus,,https://newsoftheday.net/israels-prince-of-torah-confronts-coronavirus/,0,1322749828837888002,,,,en,,false,0,,,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",Israel's 'Prince of Torah' confronts coronavirus #coronavirusstats #coronavirusnews #coronavirusupdate #coronavirusus https://t.co/sFdWN81l3D,https://twitter.com/NewsofthedayNet/status/1322749828837888002,Thu May 02 18:50:40 +0000 2019,NewsofthedayNet,false,"Coronavirus news, news update and coronavirus stats.",0,0,25,0,,Newsoftheday.net,NewsofthedayNet,2938,,,false
,Sun Nov 01 03:57:40 +0000 2020,,,https://latestnews.in.net/new-york-gov-cuomo-ends-coronavirus-quarantine-record-requires-vacationers-to-get-examined-as-an-alternative-4/,0,1322749625791619073,,,,en,,false,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","New York Gov. Cuomo ends coronavirus quarantine list, requires travelers to get tested instead https://t.co/tczlIcXRLY",https://twitter.com/LatestN72062740/status/1322749625791619073,Wed Aug 05 09:02:41 +0000 2020,LatestN72062740,false,"Latest News, World News, USA News, Technology News, Sports News, Business & Money News News from World Wide",0,12,207,1,USA,Latest News,LatestN72062740,58593,,https://latestnews.in.net,false
,Sun Nov 01 03:58:08 +0000 2020,,,https://www.theguardian.com/world/live/2020/nov/01/coronavirus-live-updates-australia-uk-boris-johnson-lockdown-us-record-daily-cases,0,1322749741961150464,dailycosmic,1322748753510572000,274679926,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@dailycosmic @JuddLegum Your claim was the restrictions/lock could not work. Click on Australia, and let me know what you see.
https://t.co/PKnZCjZzsO",https://twitter.com/jude_hatley/status/1322749741961150464,Sat Nov 11 04:55:42 +0000 2017,jude_hatley,false,Part time PhD candidate. Full time resident of this lonely planet.,433,24,91,0,Australia,Jude Hatley,jude_hatley,1824,,,false
,Sun Nov 01 03:58:12 +0000 2020,Covid19 COVID19 Telangana CoronavirusPandemic COVID19India coronavirus IndiaFightsCorona StayHome StaySafe,https://twitter.com/pihole_fosser/status/1322749759640227840/photo/1,,0,1322749759640227840,,,,en,,false,0,,,"<a href=""https://pihole.in"" rel=""nofollow"">fosserjo_pihole</a>","#Covid19 bot 
#COVID19 last 5 days stats #Telangana
Confirmed Cases trend
27-Oct - 0
28-Oct - 26
29-Oct - 63
30-Oct - 477
31-Oct - 0
#CoronavirusPandemic #COVID19India #coronavirus #IndiaFightsCorona #StayHome #StaySafe https://t.co/qeazGo7Ozs",https://twitter.com/pihole_fosser/status/1322749759640227840,Tue May 17 12:53:37 +0000 2016,pihole_fosser,false,"Raspberry Pi bot, Covid 19 India Bot",5,0,5,1,,Fosserjo Pihole,pihole_fosser,27301,,,false
,Sun Nov 01 03:57:49 +0000 2020,,,https://twitter.com/DrSubhasree/status/1322483686915256320,0,1322749662688763904,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Congratulations https://t.co/QGGFJnaZ2S,https://twitter.com/SinghalNiwas/status/1322749662688763904,Wed Oct 04 04:58:46 +0000 2017,SinghalNiwas,true,,294,3,92,0,"Mumbai, India",Shri Niwas Singhal,SinghalNiwas,197,,,false
,Sun Nov 01 03:58:30 +0000 2020,,,,9,1322749835112534019,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Three days short of a year ago since “the man I adored and loved with a passion” broke my heart! Fuck it’s being fucking hard but my soul and heart is nearly healed and I’m really nearly ready to move on! Although to be honest COVID-19 hasn’t helped! 🤷‍♂️💔🤣👍,https://twitter.com/ScottMc303/status/1322749835112534019,Wed Aug 30 14:44:45 +0000 2017,ScottMc303,false,Born in UK 🇬🇧Privileged son of SA parents 🇿🇦 who survived apartheid! Socialist because my folks taught me to care for humanity! Labour! 🏳️‍🌈,65888,626,808,0,London,Scott McLean,ScottMc303,4390,,,false
,Sun Nov 01 03:57:36 +0000 2020,Covid19 COVID19 Haryana CoronavirusPandemic COVID19India coronavirus IndiaFightsCorona StayHome StaySafe,https://twitter.com/pihole_fosser/status/1322749607873515521/photo/1,,0,1322749607873515521,,,,en,,false,0,,,"<a href=""https://pihole.in"" rel=""nofollow"">fosserjo_pihole</a>","#Covid19 bot 
#COVID19 last 5 days stats #Haryana
Confirmed Cases trend
27-Oct - 13
28-Oct - 8
29-Oct - 8
30-Oct - 11
31-Oct - 10
#CoronavirusPandemic #COVID19India #coronavirus #IndiaFightsCorona #StayHome #StaySafe https://t.co/x3Ecu0lnJY",https://twitter.com/pihole_fosser/status/1322749607873515521,Tue May 17 12:53:37 +0000 2016,pihole_fosser,false,"Raspberry Pi bot, Covid 19 India Bot",5,0,5,1,,Fosserjo Pihole,pihole_fosser,27301,,,false
,Sun Nov 01 03:57:44 +0000 2020,COVID COVID19 UKlockdown nolockdown,,,0,1322749642510127105,AndyBurnhamGM,1322613765087649800,143779403,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AndyBurnhamGM HOW MANY PEOPLE DONYOU KNOW WHO HAVE BEEN BADLY AFFE TED BY HAVING THE COVID VIRUS? HOW MANY PEOPLE DO YOU KNOW WHO HAVE BEEN BADLY AFFECTED BY RESTRICTIONS? CASE CLOSED. #COVID  #COVID19 #UKlockdown #nolockdown,https://twitter.com/AnyaLunaRose/status/1322749642510127105,Wed Sep 23 12:05:15 +0000 2020,AnyaLunaRose,false,"Drummer, dreamer, artist, mother, musician, light magician, passionate, compassionate, conscious responder, spiritual ponderer...

did I mention drummer?🧡💜",182,11,91,0,,AnyaRose,AnyaLunaRose,281,,,false
,Sun Nov 01 03:57:57 +0000 2020,,,https://www.abc.net.au/news/2020-11-01/coronavirus-australia-live-updates-covid19-latest-mental-health/12836336?utm_source=abc_news_web&utm_medium=content_shared&utm_content=twitter&utm_campaign=abc_news_web,3,1322749694808870912,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Brilliant progress when the rest of the world is struggling: Australia records first day without a locally acquired COVID case since June https://t.co/Qw6uSl0ZCk,https://twitter.com/RobertGreenhill/status/1322749694808870912,Sat Oct 02 15:17:07 +0000 2010,RobertGreenhill,false,Nobody can do everything but everybody can do something.  Passionate about Canada & the world. Executive Chair of Global Canada.,2403,4993,844,155,All over,Robert Greenhill,RobertGreenhill,5731,,,false
,Sun Nov 01 03:57:46 +0000 2020,,https://twitter.com/laurenweinstein/status/1322749648226807808/photo/1,https://www.washingtonpost.com/politics/fauci-covid-winter-forecast/2020/10/31/e3970eb0-1b8b-11eb-bb35-2dcfdab0a345_story.html,1,1322749648226807808,,,,en,,false,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","‘A whole lot of hurt’: Fauci warns of covid-19 surge, offers blunt assessment of Trump’s response - https://t.co/C3qHWCHYYo https://t.co/xyjvDOk303",https://twitter.com/laurenweinstein/status/1322749648226807808,Tue Oct 21 01:47:49 +0000 2008,laurenweinstein,false,"Tech Systems & Policy Analysis: Internet, Privacy, plus his other sundry topics.",6504,4665,686,425,Los Angeles,Lauren Weinstein,laurenweinstein,41200,,http://lauren.vortex.com,true
,Sun Nov 01 03:58:22 +0000 2020,,,https://twitter.com/OrganicLiveFood/status/1321648619678674945,0,1322749801994293248,realDonaldTrump,1322693185663987700,25073877,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@realDonaldTrump @Mike_Pence Big numbers https://t.co/PzIPoXaiTf,https://twitter.com/PetersSharlena/status/1322749801994293248,Sat Feb 01 04:35:43 +0000 2020,PetersSharlena,false,I like to get in good trouble,8,4,65,0,,Sharlena Peters,PetersSharlena,16921,,,false
,Sun Nov 01 03:58:27 +0000 2020,,,https://www.google.com/amp/s/www.nbcnews.com/news/amp/ncna1245121,0,1322749820738494465,thehill,1322661896848330800,1917731,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@thehill BREAKING FRANCE GERMANY LOCKDOWN 
“More than half of France’s intensive care units are already occupied by COVID-19 patients.” 
“...Macron said that a new nationwide lockdown would be the only possible way to successfully fight COVID-19.”
https://t.co/Q5segPnktl",https://twitter.com/toprealty/status/1322749820738494465,Tue Apr 21 17:14:37 +0000 2009,toprealty,false,United We Stand..... Separated We Fall.... Stop Leased Subscription Society Mob Mentality... Use Credit Unions... Support Local Businesses... Stop Privatizing,32000,297,518,8,Los Angeles,We Will Never Forget,toprealty,13514,,,false
,Sun Nov 01 03:58:04 +0000 2020,,,,0,1322749725330698240,fordnation,1322706590684819500,2809959174,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@fordnation If the Covid-19 was a natural virus like a corona virus type, it would have faded by now - as in past virus seasons, but it doesn't seem to fade since it's been going on for nine months. So, it should tell you that it cannot be controlled because it is man made. Do you get it?",https://twitter.com/eligoel/status/1322749725330698240,Fri Dec 18 15:45:10 +0000 2009,eligoel,false,,12,6,34,0,"Ottawa, Ontario, Canada",Constantine Levis,eligoel,783,,,false
,Sun Nov 01 03:57:45 +0000 2020,,,https://twitter.com/BNODesk/status/1322356429433540614,0,1322749646234595329,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Im so fucking tired. STAY HOME AND WEAR A MASK. OMG. https://t.co/doq4SPp67o,https://twitter.com/sammyouatts/status/1322749646234595329,Fri Dec 25 21:11:19 +0000 2015,sammyouatts,false,🇨🇮 • BSC ‘24 • #BlackLivesMatter,4344,163,123,4,my room,SAMMY O.,sammyouatts,3679,,https://linktr.ee/sammyouatts,false
,Sun Nov 01 03:57:56 +0000 2020,provaccine SPCH145j27tweets,,https://twitter.com/UNICEF/status/1322693603857256455,0,1322749691579215872,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vaccines are unquestionably effective in decreasing and eradicating virus infections and spreading. False information should not be the reason that Covid-19 is still a threat to the public. Everyone should listen to science and trust vaccines #provaccine #SPCH145j27tweets https://t.co/82twa3ymIx,https://twitter.com/CameronHolisher/status/1322749691579215872,Sun Oct 25 16:24:33 +0000 2020,CameronHolisher,true,,2,0,0,0,,Cameron Holisher,CameronHolisher,7,,,false
,Sun Nov 01 03:57:47 +0000 2020,LILKURUNA19 HALLOWEEN HALLOWEEN2020 FIBEROPTIC FIBEROPTICMODEL FIBEROPTICFASHION YOURMINDYOURWORLD CORONAVIRUS CORONA COVID19 RONA CDC QUARANTINE DYSTOPIA MELANIN BLACKPEOPLE BLACKTWITTER GHETTO NIGGAS RAPBARS LGBT AFRICA AMERIKKKA 5D 5G,https://twitter.com/rozell_a/status/1322749651217502208/video/1,,0,1322749651217502208,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JOKE AND FACT....#LILKURUNA19 #HALLOWEEN #HALLOWEEN2020 #FIBEROPTIC #FIBEROPTICMODEL #FIBEROPTICFASHION #YOURMINDYOURWORLD #CORONAVIRUS #CORONA #COVID19 #RONA #CDC #QUARANTINE #DYSTOPIA #MELANIN #BLACKPEOPLE #BLACKTWITTER #GHETTO #NIGGAS #RAPBARS #LGBT #AFRICA #AMERIKKKA #5D #5G https://t.co/HSYIpeRt0p,https://twitter.com/rozell_a/status/1322749651217502208,Tue May 14 18:04:31 +0000 2019,rozell_a,false,"#LILKURUNA19 IS WHO I BE 
#ASABOVESOBELOW
#RAPPER #FOODBLOG #MODEL #CRYPTOCURRENCY #BLOCKCHAIN #CBD #THC #420 #NESARA #GESARA #NEWYEAR2020",344,88,86,0,666,ROZELL A SWANSON,rozell_a,3441,,,false
,Sun Nov 01 03:58:13 +0000 2020,,,,7,1322749763742289921,dmills3710,1322749762643349500,764261361044037600,en,,,9,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",“This international crime syndicate has heavily invested and heralded genetically-engineered COVID-19 vaccinations. They advertise related nanotechnology to remedy the alleged bioterrorizing ‘Plandemic.’ The media censorship surrounding obvious facts are pathognomonic of global..,https://twitter.com/dmills3710/status/1322749763742289921,Sat Aug 13 00:44:42 +0000 2016,dmills3710,false,Life ✨ Liberty✨ FREEDOM ✨⚔️ US Constitution ⚔️ Bill Of Rights⚔️ ✨ #Godspeed ✨ Psalm 23&37✨#ProtectTheChildren ✨#FightBack ✨Photos are in public domain✨,361779,44334,27441,77,USA,Liberty Times & Politics,dmills3710,209597,,http://mikeflynndefensefund.org,false
,Sun Nov 01 03:57:51 +0000 2020,COVID19,,,0,1322749669362016256,realDonaldTrump,1322656588285407200,25073877,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@realDonaldTrump @RJHarrisWHP580 @FoxNews Who measures enthusiasm? How?

The red wave I see is the #COVID19 maps of increased infections, hospitalizations, and death.",https://twitter.com/mennisNY/status/1322749669362016256,Mon Jun 01 18:09:23 +0000 2020,mennisNY,false,"Medical anthropologist. Multilingual border-crosser. Stigma is hazardous to our health! Ally for creating a happy, healthy, and just world. #Anthropology",2741,215,545,5,"Saratoga Springs, NY","Michael C. Ennis-McMillan, PhD",mennisNY,2114,,,false
,Sun Nov 01 03:57:48 +0000 2020,,,https://twitter.com/DavidNdii/status/1322520301767479296,0,1322749655839580161,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You said well. I dare hose who have never tested COVID-19  never try to go without a mask. I have gone though it I know how it feels! Those politicians going without a mask don’t know how it feels when you are in icu! https://t.co/MHbFvmE24M,https://twitter.com/karuriPM/status/1322749655839580161,Mon Jun 30 19:08:26 +0000 2014,karuriPM,false,"Managing Director, Orient Express Services Limited. specialist in Car Accessories. Situated within Nairobi's CBD.",36,421,2637,2,Nairobi Kenya,John PM Karuri,karuriPM,369,,http://www.orientexpressservices.com,false
,Sun Nov 01 03:58:28 +0000 2020,,,https://www.thetimes.co.uk/article/summer-exams-set-to-be-cancelled-as-pupils-face-lockdown-rotas-2kmttw3lf,60,1322749824064753665,,,,en,,false,14,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""UCU said that universities must move all teaching online. There have been more than 35,000 cases of Covid-19 on campuses.*

https://t.co/6MAz9Hi3hn",https://twitter.com/ucu/status/1322749824064753665,Sat Nov 29 00:40:06 +0000 2008,ucu,false,"University and College Union, UK trade union for academics, lecturers, trainers, researchers & academic-related staff in further and higher education.",844,52856,2052,572,UK,UCU,ucu,21592,,https://www.ucu.org.uk/join,true
,Sun Nov 01 03:57:57 +0000 2020,HOMEOFPOSSIBILITIES BELIEVEYOURPOSSIBILITIES,https://twitter.com/FANTASTICRADIOO/status/1322749697027694598/photo/1,http://WWW.FANTASTICRADIO.CO.UK/LISTENLIVE http://GOV.UK/CORONAVIRUS https://music.apple.com/us/album/free/170528113?i=170528258&uo=4?mt=8&uo=4&at=028472,0,1322749697027694598,,,,en,,false,0,,,"<a href=""http://www.fantasticradio.co.uk"" rel=""nofollow""> Fantastic Radioo</a>","ON AIR: Free by Deniece Williams / We Entertain. Empower. Educate . Talk to us on 0208 090 2121 HELLO@FANTASTICRADIO.CO.UK https://t.co/D9IgF9xxVN #HOMEOFPOSSIBILITIES #BELIEVEYOURPOSSIBILITIES https://t.co/bE4hgti6fx 
 Buy song https://t.co/Z1d0MaFpxB https://t.co/4jAikPiE3H",https://twitter.com/FANTASTICRADIOO/status/1322749697027694598,Wed Nov 28 13:46:25 +0000 2012,FANTASTICRADIOO,false,"FANTASTICRADIOUK 24hr EDUTAINMENT
radio serving YOU a cocktail of SOUL & WORLDMUSIC on
 SMARTSPEAKER,
FANTASTICRADIOUKapp
ROKU TV
TUNEIN/FANTASTICRADIOUK",28617,5818,7724,1427,Harrow Wealdstone NW LONDON,FANTASTICRADIOUK home of possibilities,FANTASTICRADIOO,676002,,http://FANTASTICRADIO.CO.UK,false
